NDVI,NDBI,NDWI,AirTemp,Humidity,WindSpeed,Albedo,BuildingDensity
-0.6998561,-0.92654717,0.89997065,0.80677694,-0.06028742,0.24040906,0.95053387,0.030482208
-0.9286356,-2.5136518,0.917782,1.1216303,0.11950521,-0.0005651289,0.006098328,-0.16635361
-0.54191583,-0.32128748,0.81143695,0.90596,0.0647479,0.21192151,0.2852699,-0.26649827
0.6189131,0.6974407,-0.047202922,0.29283875,0.08664747,-0.06055492,-0.14479771,-0.31002071
0.14400063,-0.3845317,-0.6679819,0.8063501,0.035491,-0.03152974,-0.036787793,-0.07735098
-0.51555586,1.6186408,0.43399298,0.7057863,0.24302824,0.07238162,-0.80097306,0.05839962
-0.8172892,-1.6776798,0.98548895,0.93933856,0.051228005,0.11989921,0.01912837,-0.09981147
-0.8526475,-1.4854915,0.99882746,0.91596186,-0.004663223,0.12770265,-0.027023157,-0.14892009
-0.75893635,1.3945551,1.0236875,0.5601994,-0.093667984,0.051631767,0.50493467,-0.13863932
-0.92383176,0.065443054,0.84600407,0.8780046,-0.071168564,-0.015628401,0.53842163,-0.242663
0.08901925,1.7834884,0.40521216,0.7398847,0.20309404,0.098083496,-0.83786416,0.056629714
-0.6620867,-0.0063328566,0.91752595,0.97831523,-0.011984547,0.08944173,-0.09515929,-0.13116322
-0.9513191,0.23366329,0.8826715,0.8219229,-0.00057982444,0.103464484,-0.02165127,0.06611271
-0.5555093,-0.8557725,0.6769174,0.7570503,0.012388041,0.19985865,0.12008213,-0.1686284
-1.0107716,-2.4762714,0.5789684,0.95223165,0.1820008,0.122988924,0.16079915,-0.10257901
-0.041826632,1.7596986,0.13354896,0.80559456,0.17550613,0.10178699,-0.6016526,-0.07602028
-1.0743372,-1.5137104,0.99791056,0.9652525,-0.008017992,0.09939142,0.34067157,0.0684669
-0.76370484,1.3304219,1.0209228,0.5232455,-0.01010973,0.0811982,0.035688877,0.07153327
-0.49034753,-1.4042548,0.46050027,0.8149248,0.17909196,0.2337594,-0.00042126977,-0.040300343
0.08476189,-0.71949804,-0.25020617,0.91958576,0.045016445,0.33527038,-0.00842441,0.067338705
-0.36340863,-1.6736637,0.2746464,0.8104227,0.105756424,0.35865214,-0.005848913,0.0053680735
0.059481174,1.8845367,0.3169563,0.7522012,0.12583753,0.1160128,-0.6297186,-0.06680494
-0.87625486,-0.74464107,0.8553902,0.7938618,-0.00074541423,0.13708527,0.22893256,0.08168313
-0.68514514,-0.8171236,0.8484865,0.8541784,-0.0471964,0.16693337,0.43898997,0.12792319
-1.0642822,-0.3986876,1.0056378,0.92538273,-0.05396016,0.1403181,0.6566753,0.11707378
0.13161568,-0.2854708,-0.49120456,0.84314626,0.07324822,0.1439824,-0.046793133,0.06309107
-0.6519193,-1.6359365,0.19759066,0.89395547,0.3226483,0.3025801,-0.067213036,0.059689924
0.48392048,1.9311156,0.4585693,0.6987565,0.15289348,0.121788695,-0.6740637,-0.03691127
-1.0709077,-0.13975343,0.96467674,0.801948,-0.10879427,0.13101235,0.51458055,0.058218475
-0.94006026,-0.3790008,0.960393,0.9280537,-0.050832633,0.1410586,0.65316945,0.12201453
0.54320693,0.024606558,-0.819819,0.9061835,0.11215278,-0.0035127723,0.0163354,-0.17805617
-0.6631125,-1.4431612,0.45902732,0.8065426,0.23192994,0.36060038,-0.06607621,-0.013394862
-1.1256604,-0.54960275,0.7482266,0.76110095,0.078885645,0.3536796,-0.10656766,-0.058896936
-0.07809918,1.7740749,0.4156558,0.77493817,0.13487664,0.100424394,-0.55609834,-0.078095354
-0.8312632,0.96719426,0.93000084,0.44174966,-0.012782881,0.07475563,0.38365677,0.012414821
0.0049891807,0.83856934,0.22467525,0.49153063,-0.105557285,0.07605119,0.23041949,0.073087424
0.25524095,-0.12894128,0.08068079,0.7657585,0.14718254,0.07402811,-0.3191914,-0.011376694
0.2566931,-0.22373544,0.11366262,0.7758104,0.1312946,0.013255173,-0.32836035,0.018459242
-0.55337137,1.5834564,0.47222757,0.76747817,0.14408906,0.107811406,-0.50505644,-0.06740719
-0.27445018,0.5415042,-0.0089313,0.725555,-0.18963505,0.10259985,0.22791912,0.031508602
-0.3240118,0.3600605,0.4388541,0.6782296,-0.15267941,0.092505574,0.2905593,0.027626768
-0.15425335,-0.39923146,-0.701094,0.9856659,-0.10214931,0.069902994,0.37111184,-0.015911913
-0.999117,-1.5024259,0.75751704,0.8613832,0.30746824,0.40313908,-0.09716145,0.07389778
-0.70815474,-1.4445791,0.5737491,0.8351806,0.22810012,0.17849827,-0.030278929,-0.11394819
-0.08070725,1.8807325,0.5008098,0.79295343,0.15049107,0.09444111,-0.8308711,-0.0096594645
0.14373218,0.083093196,-0.6761835,0.83707553,-0.1479937,0.10725784,-0.3794933,0.04444424
0.06615456,0.047396153,-0.60690695,0.80405056,-0.12419238,0.11159786,-0.40368617,0.05925447
-1.6365831,1.0614699,0.47573856,0.55049735,-0.039666865,0.027182177,-0.12372054,0.018695382
-1.1771176,1.4941416,0.51934093,0.5610973,0.05898066,0.13807894,0.116456375,0.01935016
-1.1532626,-0.3897309,0.84148055,0.6762959,0.22450161,0.1620215,-0.037397414,0.21747747
-0.1309967,1.8129697,0.500751,0.7893477,0.16485016,0.09951676,-0.8626213,0.019521767
-0.5321958,-0.38529086,0.7733185,0.7897465,-0.05132465,0.106993236,-0.27773798,0.04454024
-0.8564257,-1.377926,0.80394113,0.71770364,-0.052038502,0.13736625,-0.21779789,-0.01979422
-1.4047911,1.6607385,0.52137923,1.128523,0.4650267,0.6211105,-0.30404496,-0.03743071
-1.6875966,0.9965328,0.46862122,0.5389921,-0.0034366008,0.06915284,-0.14624874,0.0421783
-0.12867884,1.7809792,0.5464721,0.8000895,0.1437463,0.09958262,-0.8740721,-0.005524739
-0.7698444,1.5233076,0.7118848,0.48842794,-0.09487376,0.067276455,-0.1550752,-0.04069828
0.18709908,1.9701744,0.2458818,0.46823037,-0.13953273,0.105173424,-0.3011063,0.047804203
-0.606702,0.70439553,0.6678058,0.5009654,-0.014822854,0.089324124,0.38628644,0.07743752
-1.3144175,0.40146416,0.8352594,0.99730575,0.49083436,0.6023245,-0.035913922,-0.019117001
-0.8335897,0.67729306,1.0462383,0.9722593,0.42380896,0.56861556,-0.07039688,0.050253335
-1.1028771,-0.42373314,0.8913342,1.0217469,0.49955148,0.7520073,-0.21733549,-0.09030737
-0.55163854,1.65821,0.48521298,0.79109275,0.16942833,0.102245115,-0.8302701,-0.004108381
0.005493292,0.8009105,0.54476,0.4953086,-0.011418698,0.117325656,0.34826434,0.12669039
-0.35118857,1.6056873,0.611857,0.44363052,-0.07224056,0.0958121,0.36548164,0.038376503
-1.1392194,1.2573895,0.8652287,1.0937654,0.34100795,0.87639195,-0.5216673,0.19867879
-1.1804328,1.2363695,0.8617953,1.1429522,0.40925768,0.94306016,-0.39614215,0.24510907
-0.8737504,1.5885361,0.643275,0.7890982,0.12580042,0.09579361,-0.84826916,-0.027321277
-0.45590222,0.70728475,0.79912364,0.46162716,-0.028188283,0.099003255,0.35896093,0.115930066
0.13048668,1.9757152,0.44851,0.3601414,-0.14185712,0.09392572,0.30354208,0.039532535
-0.13175218,1.8667071,0.29817957,0.37446186,-0.11357965,0.072110206,0.35023546,0.06320341
-0.82476115,-0.7493743,1.0898478,1.2663802,0.6544163,0.8829994,0.69601125,-0.097414866
-1.1068329,-0.6206907,1.0091665,1.1085522,0.42800224,1.0402975,-0.4681824,-0.04422896
-0.22890885,1.8825374,0.9669281,1.1680552,0.27628887,0.79433745,-0.4390536,-0.0889237
-1.6412492,1.1547219,0.54784507,0.5350301,0.06873135,0.09125879,-1.7346246,-0.043581314
-0.84016234,0.37596154,0.75990784,0.67339987,-0.0009816764,0.09057032,0.15144834,0.16501614
-0.1880814,0.83950084,0.15205456,0.48574865,-0.00022605431,0.10823313,0.1661661,0.12614805
-0.31727877,1.0275842,0.66513526,1.0785233,0.2299019,0.7406583,0.34969506,-0.007470112
-0.3884441,0.93551224,0.56933975,1.0950378,0.22269335,0.70630103,0.2972243,0.047991518
-1.6469115,1.3602192,0.6616131,0.6164314,0.044387158,0.08908479,-1.6218184,-0.05082474
-0.009464533,1.5475714,0.46505848,0.29863778,-0.0573227,0.1136759,0.19615565,0.099378176
-0.57539195,-0.3526261,1.0504806,0.9496252,0.02148408,0.14877892,0.9152504,0.15808773
-0.7399426,-0.97078997,0.84014994,1.390489,0.69406366,0.8281342,-0.03963816,0.03274767
-0.7767041,-2.5676641,0.6633999,1.9690669,0.3432358,1.5936679,0.31667057,0.069890685
-0.84901965,-0.8030868,0.9883689,1.2698528,0.72057545,0.8274763,0.6916658,-0.07200043
-1.5273291,1.2895973,0.6575421,0.57393354,0.12735008,0.09871458,-1.5245321,0.006700764
-0.47053814,0.029345816,0.9110008,0.83845776,-0.0076349326,0.13914344,0.88248026,0.12931772
0.34756142,2.0133903,0.30747294,0.3812864,-0.111505896,0.09893351,0.7473191,0.06028872
0.4181572,2.2090414,0.3487588,0.41319126,-0.18175942,0.09404226,0.72486943,0.059451412
-0.22059211,2.2925138,0.38572013,1.2897259,0.39228302,0.8272997,0.031315167,0.08136621
-0.13199794,2.278011,0.3848943,1.2375281,0.46037117,0.8889994,0.003188713,0.080843985
-1.372734,1.0509324,0.92635465,0.48910722,0.23612778,0.10265083,-1.3046541,-0.042727128
0.66759723,2.2228158,0.15955117,0.34536877,-0.20437817,0.067822106,0.78067493,0.054831214
